datasetid,splitid,modelname,k,n_test,n_clean,n_imputed,residual_alerts_total,residual_alerts_clean,residual_alerts_imputed,residual_alert_rate_total,residual_alert_rate_clean,residual_alert_rate_imputed,residual_ratio_alerts_imputed_to_clean,raw_alerts_total,raw_alerts_clean,raw_alerts_imputed,raw_alert_rate_total,raw_alert_rate_clean,raw_alert_rate_imputed,raw_ratio_alerts_imputed_to_clean,residual_over_raw_rate_clean
B3,roll_02,persistence,3,167,153,14,34,34,0,0.20359281437125748,0.2222222222222222,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,34.0
B3,roll_02,persistence,4,167,153,14,20,20,0,0.11976047904191617,0.13071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,5,167,153,14,11,11,0,0.0658682634730539,0.0718954248366013,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,6,167,153,14,6,6,0,0.03592814371257485,0.0392156862745098,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,7,167,153,14,4,4,0,0.023952095808383235,0.026143790849673203,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,8,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,9,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,10,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,11,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,12,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,persistence,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,3,167,153,14,9,9,0,0.05389221556886228,0.058823529411764705,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,9.0
B3,roll_02,rf,4,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,5,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,6,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,7,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,8,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,9,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,10,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,11,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,12,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,rf,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,3,167,147,20,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,1.0
B3,roll_03,mlr,4,167,147,20,5,5,0,0.029940119760479042,0.034013605442176874,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,1.666666666666667
B3,roll_03,mlr,5,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,6,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,7,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,8,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,mlr,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,3,167,147,20,30,29,1,0.17964071856287425,0.19727891156462585,0.05,0.253448275862069,10,10,0,0.059880239520958084,0.06802721088435375,0.0,0.0,2.9
B3,roll_03,persistence,4,167,147,20,19,19,0,0.11377245508982035,0.1292517006802721,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,6.333333333333334
B3,roll_03,persistence,5,167,147,20,9,9,0,0.05389221556886228,0.061224489795918366,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,6,167,147,20,6,6,0,0.03592814371257485,0.04081632653061224,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,7,167,147,20,1,1,0,0.005988023952095809,0.006802721088435374,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,8,167,147,20,1,1,0,0.005988023952095809,0.006802721088435374,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,persistence,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,3,167,147,20,12,12,0,0.0718562874251497,0.08163265306122448,0.0,0.0,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,1.0909090909090908
B3,roll_03,rf,4,167,147,20,7,7,0,0.041916167664670656,0.047619047619047616,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,2.3333333333333335
B3,roll_03,rf,5,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,6,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,7,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,8,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_03,rf,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,3,167,123,44,9,6,3,0.05389221556886228,0.04878048780487805,0.06818181818181818,1.3977272727272725,7,7,0,0.041916167664670656,0.056910569105691054,0.0,0.0,0.8571428571428572
B3,roll_04,mlr,4,167,123,44,3,3,0,0.017964071856287425,0.024390243902439025,0.0,0.0,2,2,0,0.011976047904191617,0.016260162601626018,0.0,0.0,1.5
B3,roll_04,mlr,5,167,123,44,2,2,0,0.011976047904191617,0.016260162601626018,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,6,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,7,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,8,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,9,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,10,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,11,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,12,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,13,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,14,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,mlr,15,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,3,167,123,44,24,21,3,0.1437125748502994,0.17073170731707318,0.06818181818181818,0.3993506493506493,7,7,0,0.041916167664670656,0.056910569105691054,0.0,0.0,3.0000000000000004
B3,roll_04,persistence,4,167,123,44,10,9,1,0.059880239520958084,0.07317073170731707,0.022727272727272728,0.3106060606060606,2,2,0,0.011976047904191617,0.016260162601626018,0.0,0.0,4.499999999999999
B3,roll_04,persistence,5,167,123,44,5,5,0,0.029940119760479042,0.04065040650406504,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,6,167,123,44,4,4,0,0.023952095808383235,0.032520325203252036,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,7,167,123,44,1,1,0,0.005988023952095809,0.008130081300813009,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,8,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,9,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,10,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,11,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,12,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,13,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,14,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,persistence,15,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,3,167,123,44,6,6,0,0.03592814371257485,0.04878048780487805,0.0,0.0,7,7,0,0.041916167664670656,0.056910569105691054,0.0,0.0,0.8571428571428572
B3,roll_04,rf,4,167,123,44,5,5,0,0.029940119760479042,0.04065040650406504,0.0,0.0,2,2,0,0.011976047904191617,0.016260162601626018,0.0,0.0,2.4999999999999996
B3,roll_04,rf,5,167,123,44,2,2,0,0.011976047904191617,0.016260162601626018,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,6,167,123,44,1,1,0,0.005988023952095809,0.008130081300813009,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,7,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,8,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,9,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,10,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,11,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,12,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,13,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,14,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_04,rf,15,167,123,44,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B4,roll_01,mlr,3,127,127,0,1,1,0,0.007874015748031496,0.007874015748031496,,,3,3,0,0.023622047244094488,0.023622047244094488,,,0.3333333333333333
B4,roll_01,mlr,4,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,5,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,6,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,7,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,8,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,9,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,10,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,11,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,12,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,13,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,14,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,mlr,15,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,3,127,127,0,28,28,0,0.2204724409448819,0.2204724409448819,,,3,3,0,0.023622047244094488,0.023622047244094488,,,9.333333333333334
B4,roll_01,persistence,4,127,127,0,11,11,0,0.08661417322834646,0.08661417322834646,,,1,1,0,0.007874015748031496,0.007874015748031496,,,11.0
B4,roll_01,persistence,5,127,127,0,4,4,0,0.031496062992125984,0.031496062992125984,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,6,127,127,0,1,1,0,0.007874015748031496,0.007874015748031496,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,7,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,8,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,9,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,10,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,11,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,12,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,13,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,14,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,persistence,15,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,3,127,127,0,0,0,0,0.0,0.0,,,3,3,0,0.023622047244094488,0.023622047244094488,,,0.0
B4,roll_01,rf,4,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,5,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,6,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,7,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,8,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,9,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,10,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,11,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,12,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,13,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,14,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_01,rf,15,127,127,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,3,138,138,0,2,2,0,0.014492753623188406,0.014492753623188406,,,2,2,0,0.014492753623188406,0.014492753623188406,,,1.0
B4,roll_02,mlr,4,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,5,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,6,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,7,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,8,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,9,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,10,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,11,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,12,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,13,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,14,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,mlr,15,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,3,138,138,0,21,21,0,0.15217391304347827,0.15217391304347827,,,1,1,0,0.007246376811594203,0.007246376811594203,,,21.0
B4,roll_02,persistence,4,138,138,0,10,10,0,0.07246376811594203,0.07246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,5,138,138,0,5,5,0,0.036231884057971016,0.036231884057971016,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,6,138,138,0,2,2,0,0.014492753623188406,0.014492753623188406,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,7,138,138,0,2,2,0,0.014492753623188406,0.014492753623188406,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,8,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,9,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,10,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,11,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,12,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,13,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,14,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,persistence,15,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,3,138,138,0,2,2,0,0.014492753623188406,0.014492753623188406,,,2,2,0,0.014492753623188406,0.014492753623188406,,,1.0
B4,roll_02,rf,4,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,5,138,138,0,1,1,0,0.007246376811594203,0.007246376811594203,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,6,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,7,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,8,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,9,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,10,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,11,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,12,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,13,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,14,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_02,rf,15,138,138,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,3,124,124,0,8,8,0,0.06451612903225806,0.06451612903225806,,,12,12,0,0.0967741935483871,0.0967741935483871,,,0.6666666666666666
B4,roll_03,mlr,4,124,124,0,3,3,0,0.024193548387096774,0.024193548387096774,,,2,2,0,0.016129032258064516,0.016129032258064516,,,1.5
B4,roll_03,mlr,5,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,6,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,7,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,8,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,9,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,10,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,11,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,12,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,13,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,14,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,mlr,15,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,3,124,124,0,18,18,0,0.14516129032258066,0.14516129032258066,,,12,12,0,0.0967741935483871,0.0967741935483871,,,1.5000000000000002
B4,roll_03,persistence,4,124,124,0,9,9,0,0.07258064516129033,0.07258064516129033,,,2,2,0,0.016129032258064516,0.016129032258064516,,,4.5
B4,roll_03,persistence,5,124,124,0,4,4,0,0.03225806451612903,0.03225806451612903,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,6,124,124,0,1,1,0,0.008064516129032258,0.008064516129032258,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,7,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,8,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,9,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,10,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,11,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,12,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,13,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,14,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,persistence,15,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,rf,3,124,124,0,4,4,0,0.03225806451612903,0.03225806451612903,,,12,12,0,0.0967741935483871,0.0967741935483871,,,0.3333333333333333
B4,roll_03,rf,4,124,124,0,0,0,0,0.0,0.0,,,2,2,0,0.016129032258064516,0.016129032258064516,,,0.0
B4,roll_03,rf,5,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,rf,6,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
B4,roll_03,rf,7,124,124,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,,,inf
